character,attributes
tiona_hyryute_(dungeon_ni_deai_wo_motomeru_no_wa_machigatteiru_darou_ka),"1girl, small_breasts, jewelry, bracer, bracelet, belt, short_hair, black_hair, green_eyes, hair_tubes, hair_between_eyes, hair_ornament"
mega_hawlucha_(pokemon),"luchador_mask, mask, wings, blank_eyes, empty_eyes, white_eyes"
pina_(guide)_(blue_archive),"1girl, large_breasts, gloves, white_gloves, hat, shirt, skirt, white_shirt, black_hat, long_sleeves, bow, red_bow"
nicole_demara_(cunning_cutie),"1girl, large_breasts, huge_breasts, gloves, shorts, fingerless_gloves, ribbon, hair_ribbon, denim_shorts, jewelry, jacket, white_gloves"
forretress_(pokemon),black_eyes
vina_victoria_(arknights),"1girl, animal_ears, cape, lion_ears, jewelry, armor, ponytail, gloves, crown, black_cape, black_gloves, two-sided_cape"
glenn_quagmire_(family_guy),"1boy, 1girl, large_breasts, red_shirt, shirt, cleavage, green_jacket, green_pants, hat, jacket, large_hat, orange_hat"
nice_nature_(converging_wishes)_(umamusume),"1girl, medium_breasts, animal_ears, horse_ears, kimono, long_sleeves, striped_kimono, green_kimono, wide_sleeves, vertical-striped_kimono, collarbone, bow"
fenny_golden_(snowbreak:_containment_zone),"1girl, large_breasts, medium_breasts, twintails, cleavage, swimsuit, gloves, dress, thighhighs, flower, slingshot_swimsuit, jewelry"
sonny_brisko_(1st_costume),"1boy, jacket, shirt, gloves, black_jacket, collared_shirt, fingerless_gloves, grey_shirt, yellow_gloves, black_gloves, long_sleeves, open_jacket"
lincoln_loud_(the_loud_house),"1boy, 1girl, no_shoes, orange_shirt, ponytail, shirt, short_sleeves, socks, swept_bangs, white_socks, blue_eyes, brown_hair"
roboute_guilliman_(warhammer_40k),"1boy, laurel_crown, armor, shoulder_armor, power_armor, blue_armor, full_armor, rerebrace, leg_armor, blonde_hair, short_hair, blue_eyes"
professor_burnet_(pokemon),"1girl, jewelry, shirt, bodysuit, grey_shirt, ponytail, collarbone, sleeveless_shirt, bodysuit_pull, cleavage, lab_coat, black_pants"
teresse_(brown_dust),"1girl, large_breasts, huge_breasts, bikini, swimsuit, gloves, horns, cleavage, cow_print_bikini, print_bikini, animal_ears, thighhighs"
magical_mirai_meiko_(magical_mirai_(vocaloid)),"1girl, medium_breasts, gloves, dress, shirt, choker, hat, shoes, skirt, white_gloves, bow, long_sleeves"
nicole_watterson_(the_amazing_world_of_gumball),"1girl, mature_female, large_breasts, huge_breasts, animal_ears, cat_ears, tail, cat_tail, skirt, blue_tail, cleavage, shirt"
yoshino_sakura_(da_capo),"1girl, loli, flat_chest, twintails, bow, long_sleeves, panties, ribbon, swimsuit, dress, shirt, skirt"
airi_(ogami_kazuki),"1girl, small_breasts, flat_chest, glasses, pointy_ears, shirt, skirt, sleeveless_shirt, bags_under_eyes, ponytail, black_skirt, white_shirt"
shiitake_(love_live!),"1girl, skirt, hood, animal_hood, pleated_skirt, school_uniform, serafuku, shirt, socks, uranohoshi_school_uniform, long_sleeves, shoes"
evangelyne_(wakfu),"1girl, medium_breasts, large_breasts, pointy_ears, gloves, thighhighs, elbow_gloves, boots, thigh_boots, fingerless_gloves, bow_(weapon), black_gloves"
shiomiya_shiori_(kami_nomi_zo_shiru_sekai),"1girl, ribbon, hair_ribbon, school_uniform, skirt, serafuku, socks, short_hair, black_hair, blue_eyes, purple_eyes, black_eyes"
oz_vessalius_(pandora_hearts),"1boy, 1girl, necktie, shirt, white_shirt, flower, red_necktie, shorts, boots, collared_shirt, bow, coat"
niffty_(hazbin_hotel),"1girl, small_breasts, short_sleeves, dress, puffy_short_sleeves, puffy_sleeves, apron, frills, maid_apron, swept_bangs, belt, frilled_apron"
leipzig_(azur_lane),"1girl, medium_breasts, large_breasts, hat, thighhighs, gloves, black_thighhighs, black_gloves, cleavage, ribbon, dress, hair_ribbon"
honeyberry_(arknights),"1girl, animal_ears, hood, twintails, fur-trimmed_hood, low_twintails, dress, tail, white_dress, hood_up, capelet, thighhighs"
goto_akira_(ikizulive!_love_live!_bluebird),"1girl, ponytail, jacket, shirt, white_shirt, short_sleeves, bike_shorts, green_jacket, shoes, shorts, black_shorts, high_ponytail"
kaiko_(vocaloid),"1girl, medium_breasts, scarf, blue_scarf, bow, scarf_bow, boots, detached_sleeves, gloves, thighhighs, dress, skirt"
kcalb_(funamusea),"1boy, 1girl, horns, demon_horns, suit, collared_shirt, necktie, shirt, cape, skirt, jacket, black_jacket"
ghost_devil_(chainsaw_man),"1girl, large_breasts, shirt, collared_shirt, necktie, white_shirt, flower, black_necktie, jacket, pants, black_pants, black_jacket"
yamada_vanhouten_(mato_tsuyoi),"1girl, huge_breasts, large_breasts, horns, tail, fang, animal_ears, black_horns, cow_tail, swimsuit, asymmetrical_horns, hood"
astrid_(fire_emblem),"1girl, armor, shoulder_armor, gloves, fingerless_gloves, belt, bow_(weapon), pants, cape, boots, long_sleeves, white_pants"
friedrich_carl_(azur_lane),"1girl, mature_female, huge_breasts, framed_breasts, large_breasts, horns, curled_horns, black_horns, cleavage, glasses, long_sleeves, sweater"
iono_(fall_2024)_(pokemon),"1girl, bow-shaped_hair, dress, detached_sleeves, hat, sleeves_past_wrists, sleeves_past_fingers, green_dress, long_sleeves, twintails, wide_sleeves, bow"
anne_bonny_(rider)_(fate),"1girl, large_breasts, huge_breasts, cleavage, hat, pirate_hat, ascot, belt, detached_collar, detached_sleeves, hair_ribbon, ribbon"
ning_hai_(warship_girls_r),"1girl, small_breasts, side_ponytail, bow, ribbon, long_sleeves, dress, frills, thighhighs, blue_dress, blue_bow, white_thighhighs"
okano_kei_(yuyushiki),"1girl, medium_breasts, school_uniform, serafuku, skirt, yuyushiki's_school_uniform, shirt, pleated_skirt, short_sleeves, blue_skirt, white_shirt, sailor_collar"
zato-1_(guilty_gear),"1boy, 1girl, large_breasts, belt, boots, collar, detached_sleeves, shirt, black_shirt, belt_buckle, black_pants, bodysuit"
fenrich_(disgaea),"1boy, 1girl, medium_breasts, large_breasts, tail, gloves, pointy_ears, jacket, wolf_tail, fingerless_gloves, pants, belt"
oda_nobunaga_(sengoku_collection),"1girl, large_breasts, thighhighs, cleavage, tiara, black_thighhighs, crown, dress, panties, garter_straps, capelet, brown_capelet"
maelle_(clair_obscur:_expedition_33),"1girl, ponytail, gloves, fingerless_gloves, pants, shirt, black_gloves, black_pants, ascot, high_ponytail, long_sleeves, white_ascot"
shinobi_(sekaiju),"1girl, mask, fox_mask, thighhighs, kimono, scarf, pink_kimono, mask_on_head, belt, panties, purple_thighhighs, black_thighhighs"
narmaya_(valentine)_(granblue_fantasy),"1girl, large_breasts, horns, pointy_ears, apron, cleavage_cutout, cleavage, braid, sweater, bow, frills, hair_bow"
nanami_izu_(saibou_shinkyoku),"1boy, shirt, green_shirt, short_sleeves, t-shirt, long_sleeves, hood, jacket, hood_up, hooded_jacket, pants, shoes"
rose_(mahoutsukai_rose_no_sado_life),"1girl, shirt, short_sleeves, black_sailor_collar, dress, long_sleeves, sailor_collar, white_dress, white_shirt, sailor_dress, shorts, wide_sleeves"
komano_aunn_(komainu),"1girl, bow, shirt, hair_bow, red_shirt, red_bow, frills, red_skirt, skirt, horns, ascot, ribbon_trim"
izumi_kyouka_(bungou_stray_dogs),"1girl, twintails, flower, kimono, hair_flower, low_twintails, red_kimono, bow, sash, wide_sleeves, long_sleeves, white_flower"
tsurime-chan_(original),"1girl, large_breasts, cleavage, collarbone, shirt, bikini, swimsuit, pants, panties, skirt, short_hair, brown_eyes"
sinanju_(gundam),"1girl, mobile_suit, green_eyes, glowing_eye"
flaky_(happy_tree_friends),"1girl, bow, dress, long_sleeves, shoes, collarbone, short_sleeves, sweater, flower, hat, puffy_sleeves, ribbon"
shirokane_aki_(denonbu),"1girl, large_breasts, medium_breasts, long_sleeves, jacket, jewelry, braid, skirt, open_jacket, sweater, side_braid, white_sweater"
asahina_momoko_(girlfriend_(kari)),"1girl, small_breasts, ribbon, shirt, skirt, side_ponytail, thighhighs, white_shirt, bow, school_uniform, black_thighhighs, hair_bow"
prince_of_wales_(warship_girls_r),"1girl, large_breasts, boots, flower, swimsuit, collarbone, dress, military_uniform, panties, braid, jacket, blonde_hair"
leopard_(kemono_friends),"1girl, large_breasts, animal_ears, tail, extra_ears, leopard_ears, leopard_tail, skirt, thighhighs, gloves, shirt, bow"
watanabe_tsuki_(love_live!),"1girl, medium_breasts, large_breasts, jacket, swimsuit, cleavage, bikini, long_sleeves, collarbone, bow, skirt, bowtie"
galacta_(marvel),"1girl, large_breasts, medium_breasts, gloves, fingerless_gloves, elbow_gloves, purple_gloves, dress, boots, cleavage, thighhighs, horns"
takiya_makoto,
monotaro_(danganronpa),"1boy, 1girl, medium_breasts, scarf, black_scarf, bow, long_sleeves, sailor_collar, school_uniform, bowtie, checkered_scarf, collarbone"
echidna_(p&d),"1girl, large_breasts, medium_breasts, jewelry, bracelet, tail, headdress, choker, tail_ornament, bow, crown, horns"
atago_hiroe_(saki_(manga)),"1girl, small_breasts, ponytail, school_uniform, himematsu_school_uniform, shirt, skirt, ribbon, white_shirt, pleated_skirt, shoes, short_sleeves"
noto_mamiko_(kantai_collection),"1girl, large_breasts, long_sleeves, school_uniform, skirt, long_hair, brown_hair, blonde_hair, short_hair, blue_eyes, brown_eyes, red_eyes"
hana_macchia_(nijisanji),"1girl, medium_breasts, flower, hair_flower, jacket, shirt, white_flower, blazer, jewelry, collarbone, earrings, white_shirt"
code:_battle_seraph_(elsword),"1girl, flat_chest, small_breasts, leotard, gloves, thighhighs, white_thighhighs, detached_collar, detached_sleeves, twintails, boots, thigh_boots"
chris_lightfellow_(gensou_suikoden),"1girl, earrings, jewelry, armor, braid, half_up_braid, gloves, purple_eyes, long_hair, grey_hair, white_hair, short_hair"
suruga_(azur_lane),"1girl, large_breasts, medium_breasts, horns, curled_horns, flower, hair_flower, gloves, cleavage, red_flower, jacket, black_gloves"
amanomori_shou_(len'en),"hat, shirt, brown_hat, long_sleeves, skirt, white_shirt, boots, brown_sleeves, pants, brown_skirt, detached_sleeves, white_pants"
tanaka_ayumu,
konoe_subaru_(mayo_chiki!),"1girl, medium_breasts, ribbon, hair_ribbon, panties, shirt, necktie, no_bra, open_shirt, thighhighs, blue_eyes, orange_hair"
usuzawa_sae_(saki_(manga)),"1girl, medium_breasts, school_uniform, miyamori_school_uniform, shirt, blunt_bangs, skirt, ribbon, socks, pleated_skirt, white_shirt, bikini"
meteora_osterreich_(re:creators),"1girl, large_breasts, gloves, blunt_bangs, hood, long_sleeves, brown_gloves, hood_down, belt, capelet, dress, purple_dress"
futoshi_(darling_in_the_franxx),"1boy, military_uniform, shorts, black_shorts, legwear_garter, school_uniform, socks, swimsuit, brown_hair, black_eyes, grey_eyes, hair_intakes"
valerie_(cyberpunk),"1girl, medium_breasts, large_breasts, jacket, samurai_jacket_(cyberpunk), black_jacket, black_pants, jewelry, open_jacket, pants, shirt, asymmetrical_hair"
charlotte_izoard_(ryuuou_no_oshigoto!),"1girl, loli, flat_chest, ribbon, shirt, dress, white_dress, long_sleeves, collared_shirt, black_ribbon, ascot, black_shirt"
mr._pizza_(girls'_frontline_2),"1girl, medium_breasts, hat, skirt, white_hat, bow, blue_bow, gloves, jacket, hair_bow, pleated_skirt, long_sleeves"
ring_(ring_fit_adventure),"1girl, large_breasts, medium_breasts, gloves, ponytail, shorts, skirt, fang, pointy_ears, shirt, shoes, black_shorts"
shionji_yuuko_(kami-sama_no_memo-chou),"1girl, thighhighs, white_thighhighs, shorts, dress, long_sleeves, panties, blunt_bangs, long_hair, black_hair, blue_eyes, very_long_hair"
victor_von_gerdenheim_(darkstalkers),"1boy, 1girl, fingerless_gloves, gloves, belt, jacket, open_jacket, pants, shoes, brown_shoes, no_bra, blonde_hair"
fyu-neru_(guilty_crown),"1girl, medium_breasts, twintails, thighhighs, bikini, black_thighhighs, cleavage, front-tie_bikini_top, front-tie_top, gloves, pink_bikini, school_uniform"
mari_(dream_c_club),"1girl, large_breasts, medium_breasts, thighhighs, wings, detached_sleeves, cleavage, apron, panties, maid_headdress, purple_hair, long_hair"
jindai_komaki_(saki_(manga)),"1girl, large_breasts, twintails, skirt, cleavage, low_twintails, swimsuit, bikini, hakama_skirt, black_hair, brown_eyes, long_hair"
annelotte_(queen's_blade),"1girl, large_breasts, armor, dress, armored_dress, thighhighs, tiara, panties, cleavage, purple_panties, gloves, elbow_gloves"
tsugumi_(guilty_crown),"1girl, small_breasts, bodysuit, animal_ears, cat_ears, fingerless_gloves, gloves, blunt_bangs, fake_animal_ears, long_hair, black_hair, purple_eyes"
lune_zoldark_(super_robot_wars),"1girl, large_breasts, medium_breasts, headband, bikini, swimsuit, pants, cleavage, torn_pants, belt, single_pantsleg, blonde_hair"
rowen_j._ilbert_(tales_of_(series)),"1boy, old_man, coat, low-tied_long_hair, ponytail, tri_tails, long_hair, white_hair, facial_hair, grey_eyes, brown_eyes, grey_facial_hair"
espoir_city_(red_devil_gear)_(umamusume),"1girl, small_breasts, medium_breasts, animal_ears, horse_ears, jacket, skirt, horse_tail, red_jacket, tail, collarbone, belt"
fuuchouin_kazuki_(getbackers),"1boy, crossdressing, crossdressing_(mtf), flower, thighhighs, dress, long_hair, brown_eyes, black_hair, brown_hair, very_long_hair, hair_between_eyes"
girl_(mokufuu),"1girl, large_breasts, bursting_breasts, shirt, white_shirt, skirt, pleated_skirt, collared_shirt, cleavage, long_sleeves, collarbone, cardigan"
deathlock-san_(original),"1girl, large_breasts, huge_breasts, medium_breasts, breasts_squeezed_together, pointy_ears, gloves, animal_ears, shortstack, black_gloves, cat_ears, swimsuit"
aburame_shino_(naruto_(series)),"1boy, coat, headband, hood, sunglasses, glasses, jacket, long_sleeves, brown_coat, goggles, hoodie, sweater"
ezlo_(the_legend_of_zelda),"1boy, 1girl, pointy_ears, boots, brown_boots, belt, green_hat, hat, brown_belt, long_sleeves, shirt, brown_shirt"
kira_(project_moon),"1girl, bow, hair_bow, purple_bow, hood, hood_up, jacket, gloves, hoodie, white_jacket, pants, white_gloves"
mordecai_(fire_emblem),"1boy, animal_ears, tail, pectoral_cleavage, cat_tail, facial_hair, blue_hair, short_hair, male_pubic_hair, pubic_hair"
morita_ouka_(mahou_shoujo_inori),"1girl, huge_breasts, braid, side_braid, flower, hair_flower, cleavage, thighhighs, leotard, detached_sleeves, garter_straps, wide_sleeves"
ak-15_(erwin)_(girls'_frontline),"1girl, shirt, necktie, white_shirt, red_necktie, jacket, black_pants, pants, suit, black_jacket, collared_shirt, belt"
hishidou_aiko_(hitozuma_sentai_aisaiger),"1girl, mature_female, large_breasts, thighhighs, cleavage, jewelry, blue_thighhighs, no_panties, armor, sweater, bag, handbag"
hella_(path_to_nowhere),"1girl, small_breasts, dress, hat, sleeveless_dress, jacket, white_dress, white_hat, mask, belt_collar, collar, shoes"
doppel_(monster_musume),"1girl, small_breasts, medium_breasts, shirt, white_shirt, long_hair, very_long_hair, yellow_eyes, white_hair, absurdly_long_hair, convenient_hair, prehensile_hair"
severian_lowell_(zenless_zone_zero),"1boy, animal_ears, cat_ears, crossed_bangs, jacket, necktie, shirt, black_jacket, yellow_necktie, gloves, grey_shirt, black_gloves"
racing_miku_(2025),"1girl, small_breasts, twintails, gloves, shorts, white_shorts, boots, belt, thigh_boots, elbow_gloves, thighhighs, asymmetrical_sleeves"
lize_helesta_(2nd_costume),"1girl, small_breasts, dress, flower, hair_flower, hat, collarbone, blue_flower, sun_hat, short_sleeves, white_dress, off-shoulder_dress"
dachsbun_(pokemon),"1girl, bagel, baguette, food_as_ears, tail, black_eyes, brown_eyes, brown_hair"
choco-chan_(original),"1girl, huge_breasts, large_breasts, glasses, earrings, jewelry, heart_earrings, cleavage, fang, bow, animal_ears, skin_fang"
kousaka_shigure_(shijou_saikyou_no_deshi_ken'ichi),"1girl, large_breasts, huge_breasts, ponytail, ribbon, hair_ribbon, thighhighs, choker, high_ponytail, cleavage, collarbone, purple_thighhighs"
tsukishima_maira_(mewkledreamy),"1girl, small_breasts, medium_breasts, large_breasts, blunt_bangs, jewelry, earrings, bow, bowtie, red_bow, red_bowtie, school_uniform"
capella_emerada_lugnica_(re:zero_kara_hajimeru_isekai_seikatsu),"1girl, small_breasts, thighhighs, swimsuit, bikini, shorts, fangs, purple_bikini, black_thighhighs, black_shorts, blunt_bangs, micro_shorts"
exs-tia_luna_(kouyoku_senki_exs-tia_concert),"1girl, small_breasts, twintails, thighhighs, white_thighhighs, boots, jewelry, thigh_boots, skirt, pleated_skirt, frills, frilled_skirt"
nonaka_yuki_(shinmai_maou_no_testament),"1girl, medium_breasts, large_breasts, braid, panties, single_braided_sidelock, side_braid, skirt, school_uniform, thighhighs, striped_panties, pleated_skirt"
sora_(air),"1girl, school_uniform, ponytail, ribbon, hair_ribbon, dress, puffy_sleeves, short_sleeves, shirt, black_dress, puffy_short_sleeves, boots"
meloetta_(pirouette),"1girl, flat_chest, red_eyes, orange_hair, hair_ornament, orange_eyes"
brey_(dragon_quest),"1boy, 1girl, old_man, cape, robe, belt, blue_hat, dress, earrings, gloves, green_cape, green_robe"
unown_u_(pokemon),"1girl, small_breasts, hat, long_sleeves, black_pants, pants, shirt, blue_shirt, choker, collarbone, dress, hat_belt"
female_corrin_(adrift)_(fire_emblem),"1girl, medium_breasts, pointy_ears, dress, white_dress, gloves, veil, elbow_gloves, jewelry, white_gloves, choker, single-shoulder_dress"
helena_kai_(kancolle),"1girl, medium_breasts, skirt, ribbon, neck_ribbon, blunt_bangs, military_uniform, black_skirt, thighhighs, long_sleeves, yellow_ribbon, shirt"
kagetsu_(fire_emblem),"1boy, folded_ponytail, ponytail, blue_hair, yellow_eyes, medium_hair, hair_ornament, long_hair, hairclip, brown_eyes"
lize_helesta_(3rd_costume),"1girl, dress, blue_dress, tiara, blunt_bangs, gloves, jewelry, white_gloves, earrings, braid, blue_bow, bow"
soline_(nikke),"1girl, small_breasts, hat, jacket, skirt, pleated_skirt, shirt, white_shirt, long_sleeves, black_skirt, black_hat, black_jacket"
amaui_(nanashi_inc.),"1girl, medium_breasts, small_breasts, blunt_bangs, bow, hair_bow, blue_bow, ribbon, braid, kimono, blue_kimono, crown_braid"
